"V_GENE"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"IGKV8-28"	0.159036868311446	13.3892549871332	0.621740531034325	0.540794933469459	0.707635923582377	-6.79917809712898
"IGKV4-70"	0.0249248925081886	9.91140515954273	0.043048611149662	0.966068917423462	0.973987515107261	-6.80100967303187
"IGKV3-10"	0.233595769204427	11.9750875859143	0.465907982066723	0.646070911694395	0.791260541069376	-6.80665764813018
"IGKV6-17"	0.0860681384095763	6.67647213408092	0.20488397717762	0.839632870747584	0.922096813410293	-6.81228339212388
"IGKV8-26"	-0.198657398553919	6.008692773283	-0.159869557113957	0.874509440281567	0.933909957347256	-6.82058706172412
"IGKV12-44"	-0.00439347762766662	6.63093047722327	-0.0126835918948983	0.98999978982212	0.98999978982212	-6.83230428326747
"IGKV19-93"	0.0527749385855323	11.9849662150826	0.176700976295611	0.861433981879835	0.933909957347256	-6.88979361015605
"IGKV14-111"	-0.0605482736404905	12.4989408560915	-0.151839738971464	0.880760610181152	0.933909957347256	-6.9347165369299
"IGKV4-55"	-0.0326866120128457	12.4899049273082	-0.0821524655265068	0.93530239301856	0.958684952844024	-6.94276823587707
"IGKV4-59"	-0.0739930196036429	13.7474440535829	-0.276344303705855	0.784981330463973	0.919008435706636	-6.97429219027316
